step,step_distance,ref_step_epd,agent_step_epd_accounted,agent_step_epd_raw,step_saving_accounted_pct,step_saving_raw_pct,step_net_saving_accounted_pct,step_net_saving_raw_pct,running_saving_accounted_pct,running_saving_raw_pct,running_saving_iso_pct,running_net_saving_accounted_pct,running_net_saving_raw_pct,running_net_saving_iso_pct,rolling_saving_accounted_pct,rolling_saving_raw_pct,rolling_net_saving_accounted_pct,rolling_net_saving_raw_pct,rolling_raw_energy_saved,rolling_accounted_energy_saved,rolling_pure_energy_saved,rolling_pure_net_energy_saved
78.00000000,1.52277565,0.00051436,0.00053756,0.00053756,-4.51054668,-4.51054668,-4.51054668,-4.51054668,1.45177364,1.51129448,1.24523747,1.45177364,1.51129448,1.44530165,-3.04941440,-3.04941440,-3.04941440,-3.04941440,-0.00025071,-0.00025071,-0.00029588,-0.00025212
79.00000000,1.51976788,0.00040705,0.00042785,0.00042785,-5.10954857,-5.10954857,-5.10954857,-5.10954857,1.42957485,1.48888564,1.22115409,1.42957485,1.48888564,1.42305124,-3.30258799,-3.30258799,-3.30258799,-3.30258799,-0.00025991,-0.00025991,-0.00030508,-0.00026132
80.00000000,1.51616859,0.00034611,0.00036898,0.00036898,-6.60915756,-6.60915756,-6.60915756,-6.60915756,1.40624416,1.46537244,1.19582140,1.40624416,1.46537244,1.39965224,-3.61036396,-3.61036396,-3.61036396,-3.61036396,-0.00027111,-0.00027111,-0.00031628,-0.00027252
81.00000000,1.51268804,0.00035440,0.00037799,0.00037799,-6.65495968,-6.65495968,-6.65495968,-6.65495968,1.38236189,1.44129968,1.16997468,1.38236189,1.44129968,1.37571025,-3.98492336,-3.98492336,-3.98492336,-3.98492336,-0.00028205,-0.00028205,-0.00032723,-0.00028347
82.00000000,1.50880659,0.00031188,0.00033575,0.00033575,-7.65533161,-7.65533161,-7.65533161,-7.65533161,1.35875022,1.41753101,1.14434087,1.35875022,1.41753101,1.35203731,-4.45990992,-4.45990992,-4.45990992,-4.45990992,-0.00029416,-0.00029416,-0.00033934,-0.00029558
83.00000000,1.50341475,0.00014273,0.00017001,0.00017001,-19.11567497,-19.11567497,-19.11567497,-19.11567497,1.33378792,1.39249563,1.11703098,1.33378792,1.39249563,1.32700455,-5.28703642,-5.28703642,-5.28703642,-5.28703642,-0.00031215,-0.00031215,-0.00035732,-0.00031356
84.00000000,1.49763584,0.00008994,0.00012054,0.00012054,-34.03116989,-34.03116989,-34.03116989,-34.03116989,1.30654466,1.36520362,1.08734357,1.30654466,1.36520362,1.29967380,-6.32891512,-6.32891512,-6.32891512,-6.32891512,-0.00033421,-0.00033421,-0.00037939,-0.00033563
85.00000000,1.49240780,0.00014890,0.00017949,0.00017949,-20.54546547,-20.54546547,-20.54546547,-20.54546547,1.27892590,1.33751225,1.05740905,1.27892590,1.33751225,1.27198672,-7.49547243,-7.49547243,-7.49547243,-7.49547243,-0.00035257,-0.00035257,-0.00039775,-0.00035399
86.00000000,1.48658419,0.00007571,0.00010587,0.00010587,-39.83374023,-39.83374023,-39.83374023,-39.83374023,1.25243723,1.31098747,1.02845109,1.25243723,1.31098747,1.24541867,-8.90443134,-8.90443134,-8.90443134,-8.90443134,-0.00036817,-0.00036817,-0.00041335,-0.00036959
87.00000000,1.47973788,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.25244153,1.31099331,1.02584803,1.25244153,1.31099331,1.24534726,-9.65806007,-9.65806007,-9.65806007,-9.65806007,-0.00033633,-0.00033633,-0.00038150,-0.00033774
88.00000000,1.47343552,0.00000522,0.00003731,0.00003731,-615.06451416,-615.06451416,-615.06451416,-615.06451416,1.22513592,1.28367972,0.99594945,1.22513592,1.28367972,1.21795130,-12.71780300,-12.71780300,-12.71780300,-12.71780300,-0.00035172,-0.00035172,-0.00039690,-0.00035314
